date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:14	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225a1860b2-2876e%22	https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
09:53:14	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225a1860b2-2876e%22	https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
09:53:14	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%225a1860b1-12d68%22	https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
09:53:14	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225a1860b1-17ee8%22	https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
09:53:14	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225a1860b1-286ac%22	https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
09:53:15	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a1860b0-6c7db%22	https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from https://colorlib.com/etc/pato/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
09:53:15	78748/78748	---M--	200	added ('OK')	application/octet-stream	etag:%225a18609e-1339c%22	https://colorlib.com/etc/pato/fonts/themify/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/themify/fonts/themify9f24.eot	(from https://colorlib.com/etc/pato/fonts/themify/themify-icons.css)
09:53:15	78748/78748	---M--	200	added ('OK')	application/octet-stream	etag:%225a18609e-1339c%22	https://colorlib.com/etc/pato/fonts/themify/fonts/themify.eot?	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/themify/fonts/themifyd41d.eot	(from https://colorlib.com/etc/pato/fonts/themify/themify-icons.css)
09:53:15	56108/56108	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225a18609e-db2c%22	https://colorlib.com/etc/pato/fonts/themify/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/themify/fonts/themify9f24.woff	(from https://colorlib.com/etc/pato/fonts/themify/themify-icons.css)
09:53:15	78584/78584	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225a18609d-132f8%22	https://colorlib.com/etc/pato/fonts/themify/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/lakshmi/colorlib.com/etc/pato/fonts/themify/fonts/themify9f24.ttf	(from https://colorlib.com/etc/pato/fonts/themify/themify-icons.css)
